index,nerdiness
564,0.326934
565,0.25816104
566,0.45043525
567,0.5091337
568,0.81224877
569,0.96597785
570,0.07055154
571,0.22728612
572,0.84814525
573,0.109888315
574,0.19883493
575,1.0430918
576,0.16772862
577,0.55009186
578,0.05681059
579,0.9643141
580,0.89772964
581,0.73969424
582,0.19119717
583,0.9301903
584,0.40033638
585,0.9385916
586,0.71844906
587,0.51991653
588,0.13226497
589,0.2597677
590,1.0251893
591,1.0829941
592,0.9883585
593,0.58765674
594,0.8259922
595,0.871589
596,0.8290416
597,0.023919221
598,0.64723855
599,0.24525876
600,0.7462026
601,0.75179726
602,0.5011461
603,0.5357461
604,0.27180985
605,0.23167525
606,0.8121307
607,0.935884
608,0.9898434
609,0.68091553
610,0.3362205
611,0.53146595
612,0.86374104
613,0.8819448
614,0.6079243
615,0.20763455
616,0.9692432
617,0.5009862
618,-0.01595503
619,0.21184176
620,0.89479506
621,1.0300845
622,0.3822171
623,0.9572434
624,0.5029977
625,0.18818511
626,0.22749431
627,0.42567694
628,-0.13825148
629,0.068504415
630,0.7163005
631,0.3781582
632,0.11844444
633,0.45425215
634,0.15259388
635,0.86211914
636,0.7821879
637,1.0020604
638,-0.10129935
639,0.9517167
640,1.0316681
641,0.81650066
642,0.85357434
643,0.37665358
644,0.24086279
645,0.9433485
646,0.5819061
647,0.792442
648,0.769337
649,0.9231749
650,0.85021347
651,0.117280565
652,0.5830324
653,0.7035577
654,0.117629685
655,0.66842186
656,0.8996684
657,0.39361113
658,0.340247
659,0.92974716
660,0.64745015
661,0.75489235
662,0.8589546
663,0.21840695
664,0.90365124
665,0.9452813
666,0.86048806
667,0.8829508
668,0.50404716
669,0.31921378
670,0.80455077
671,0.4253128
672,0.23032546
673,0.07400933
674,0.69953483
675,0.24012995
676,0.5299846
677,0.71429545
678,0.5649067
679,0.73503333
680,1.0589138
681,0.67208105
682,0.9673704
683,0.018407743
684,0.4321751
685,0.8482709
686,0.8086831
687,1.0007441
688,0.55312777
689,0.33501703
690,0.8533116
691,0.57157505
692,0.9939228
693,0.41449606
694,0.5450031
695,0.16814645
696,0.045868605
697,0.29905826
698,0.9104213
699,0.56564176
700,0.46627936
701,0.6577069
702,0.87839
703,0.6261589
704,0.20967683
705,0.028931558
706,0.87343186
707,0.70708656
708,0.81571066
709,0.5510719
710,0.5786213
711,0.5241858
712,-0.035953935
713,0.16814645
714,0.9159335
715,0.6082372
716,-0.0098096365
717,0.7724115
718,1.0458242
719,0.78491473
720,0.6044042
721,0.6634052
722,0.75141263
723,0.9099589
724,0.6100478
725,0.25891125
726,0.83972436
727,1.1165226
728,0.7545194
729,0.07205544
730,0.013829479
731,-0.28802636
732,0.8657066
733,1.0488465
734,0.17705722
735,1.064566
736,0.33442214
737,0.02433282
738,0.7056508
739,-0.07049764
740,-0.031063821
741,0.6833018
742,0.3338173
743,0.9333406
744,0.118119456
745,-0.07040671
746,0.75740814
747,0.11785938
748,0.2297393
749,-0.032721125
750,0.22834173
751,0.7821987
752,0.15618101
753,0.59393823
754,0.43546638
755,0.19136022
756,0.8908307
757,1.0617875
758,0.5511605
759,0.33695534
760,0.6857662
761,-0.008906324
762,0.88280797
763,0.9138431
764,0.18844256
765,0.9812039
766,0.9229802
767,0.9398177
768,0.25359064
769,0.3537854
770,0.21724443
771,0.81660664
772,0.48636502
773,0.08772294
774,0.7804625
775,0.24837247
776,1.0844318
777,0.38299623
778,0.06913254
779,1.026382
780,0.8637946
781,0.2573255
782,0.9409849
783,0.1212761
784,0.96961176
785,0.16743761
786,0.21267481
787,0.5602021
788,0.5485639
789,0.38340223
790,0.8474021
791,0.33013636
792,0.7356859
793,0.5567143
794,0.9729929
795,-0.012176573
796,0.7250131
797,0.79613006
798,0.6622796
799,0.8555857
800,0.09708746
801,0.7026598
802,0.68848395
803,0.7578747
804,0.0132150985
805,0.47702813
806,0.820836
807,-0.0033313313
808,0.2297937
809,0.33288664
810,0.2107929
811,0.037877455
812,0.62846786
813,0.7542967
814,0.6076745
815,0.8945611
816,0.61852443
817,0.32258502
818,0.19921434
819,0.6340368
820,0.20089015
821,0.56871057
822,0.5462695
823,0.46562943
824,0.10453835
825,1.1015338
826,0.9902384
827,0.12087527
828,0.7386541
829,0.704899
830,1.0232923
831,0.79207045
832,0.78477466
833,1.1339582
834,-0.20543821
835,0.30486792
836,0.2681758
837,0.5896422
838,0.6103381
839,0.12417268
840,0.97392213
841,0.48361313
842,0.6352285
843,0.44460934
844,0.8879053
845,0.5215665
846,0.94329226
847,0.9369716
848,0.19678658
849,0.19455105
850,1.026461
851,0.8260505
852,0.79235864
853,0.83937335
854,0.43509105
855,0.7826343
856,0.28188437
857,0.18795015
858,0.93211776
859,0.7783966
860,0.53139925
861,0.5766749
862,0.11985387
863,0.2810644
864,-0.013121775
865,0.51683444
866,1.0047888
867,0.17421153
868,0.7334582
869,0.8148443
870,0.5174984
871,0.65363514
872,1.0858915
873,0.7707241
874,0.8576039
875,0.45664993
876,0.8346139
877,0.6044929
878,0.97869164
879,0.91862273
880,-0.049515672
881,0.81273216
882,0.813865
883,0.18274036
884,0.92249274
885,0.90033734
886,0.93459225
887,0.8305198
888,0.4337811
889,0.7787999
890,1.0752487
891,0.17246906
892,0.12071867
893,0.53438693
894,0.0603505
895,0.3635353
896,0.8198065
897,0.49290127
898,0.2133442
899,1.0543042
900,1.015707
901,0.20593727
902,0.52572936
903,0.009125644
904,0.75572604
905,0.21840695
906,0.66598284
907,0.6857986
908,0.17846106
909,0.11331365
910,0.6759723
911,0.803622
912,0.8796116
913,0.91836697
914,0.95450115
915,0.6186676
916,0.767625
917,0.66983354
918,0.937813
919,0.1447478
920,0.2694449
921,-0.06885088
922,0.81366503
923,0.3645056
924,0.39785692
925,0.6151631
926,0.246158
927,0.9391325
928,0.19945246
929,1.3011556
930,0.09150699
931,1.0284581
932,1.1589727
933,0.9193666
934,-0.036311466
935,1.0116715
936,0.2340405
937,0.5316901
938,-0.12326276
939,0.4340629
940,-0.009823254
941,0.19960093
942,0.34201285
943,0.30224192
944,0.017129168
945,0.8142996
946,0.7317017
947,0.20713377
948,0.16610125
949,0.72321373
950,0.9189973
951,0.94744784
952,-0.06792305
953,0.65711755
954,0.9444328
955,-0.02506945
956,0.5365642
957,0.8123594
958,0.443027
959,0.844301
960,0.65199983
961,0.801625
962,0.68899375
963,0.3980163
964,0.34865594
965,1.1973652
966,0.40217617
967,0.5298011
968,0.91755486
969,0.33533114
970,0.114775084
971,0.083783686
972,-0.18432368
973,0.810354
974,0.68252623
975,0.8843392
976,-0.036343187
977,0.9170619
978,0.9684694
979,0.18300569
980,0.95254123
981,0.043696605
982,0.29458293
983,1.1680418
984,0.046229675
985,0.277384
986,0.08090173
987,0.87881
988,0.4780711
989,0.6985626
990,0.3612148
991,1.0023769
992,0.32192492
993,0.06980605
994,0.27236325
995,0.69951093
996,-0.12216817
997,0.13447012
998,0.33567587
999,0.5364245
1000,0.99355537
1001,0.3493239
1002,0.07007434
1003,-0.07018819
1004,1.0173683
1005,0.9679881
1006,0.25549638
1007,0.93121785
1008,-0.003181568
1009,0.5122444
1010,0.9853024
1011,0.5990403
1012,0.32509562
1013,0.61211014
1014,0.50675243
1015,0.4979277
1016,0.87969166
1017,0.68966955
1018,0.8525306
1019,0.5826942
1020,0.44273716
1021,0.42173085
1022,0.19047877
1023,0.42328787
1024,0.40493444
1025,0.9304778
1026,1.1392564
1027,0.83944046
1028,0.3253441
1029,0.7894214
1030,0.4212741
1031,0.5701193
1032,0.75057185
1033,0.9082202
1034,0.22635923
1035,0.6345787
1036,0.6183751
1037,0.22729173
1038,0.62856114
1039,-0.19546239
1040,0.7250926
1041,0.97338957
1042,0.6446344
1043,0.5016544
1044,0.4504184
1045,0.913616
1046,0.98140985
1047,0.82373995
1048,0.7898306
1049,0.96501106
1050,0.32959324
1051,0.9462665
1052,0.82880056
1053,0.89396966
1054,0.717693
1055,0.24630786
1056,0.9148875
1057,1.0142183
1058,0.17075533
1059,0.03162012
1060,0.7126634
1061,1.1098977
1062,0.86497945
1063,0.727959
1064,0.7358485
1065,0.19981031
1066,0.5438103
1067,0.8394642
1068,0.6731458
1069,0.49717936
1070,0.9418615
1071,0.9925256
1072,0.6861741
1073,0.93345004
1074,0.072862044
1075,0.9295021
1076,0.14400414
1077,0.82092994
1078,-0.14135975
1079,1.078744
1080,0.78676456
1081,0.5894525
1082,0.3097543
1083,0.6904062
1084,0.8648128
1085,0.48822203
1086,0.8706639
1087,0.34995115
1088,1.0079428
1089,0.9442381
1090,0.4175299
1091,1.0962001
1092,0.2338698
1093,0.9994716
1094,0.041378688
1095,0.33342424
1096,1.0837061
1097,0.49604172
1098,0.9205279
1099,0.6204758
1100,0.006060238
1101,0.5975776
1102,0.04123464
1103,0.068551265
1104,1.108392
1105,0.15684569
1106,0.97966766
1107,0.93102497
1108,0.05467781
1109,0.8991345
1110,1.038814
1111,1.0968372
1112,0.77656984
1113,0.63202083
1114,0.5854736
1115,1.0639395
1116,0.07378727
1117,1.007222
1118,0.31109035
1119,0.8571662
1120,0.7264056
1121,0.857503
1122,0.47738376
1123,0.60085994
1124,0.44295037
1125,-0.045270268
1126,0.14096133
1127,0.75108105
1128,0.45370352
1129,0.032764576
1130,0.30454347
1131,0.2442496
1132,0.9531546
1133,0.5116808
1134,0.8610348
1135,0.7927381
1136,0.6554623
1137,0.62268925
1138,0.76972514
1139,0.69427556
1140,0.3658753
1141,0.23567127
1142,0.5142688
1143,-0.039218176
1144,0.0008297218
1145,0.04682848
1146,1.0869256
1147,0.73283416
1148,0.86156917
1149,0.32098088
1150,0.6973293
1151,0.7253423
1152,0.8236714
1153,0.46571296
1154,0.34397942
1155,0.88668025
1156,0.86488134
1157,0.6101705
1158,-0.01738998
1159,0.34875074
1160,0.42896885
1161,0.037361976
1162,0.34297162
1163,0.32025257
1164,0.39033046
1165,0.86313576
1166,0.40605187
1167,0.7948833
1168,0.20542815
1169,0.8891998
1170,0.46724722
1171,0.503442
1172,0.6300474
1173,-0.11833394
1174,0.49728733
1175,-0.3866786
1176,0.65562373
1177,0.570409
1178,0.32355034
1179,-0.008116841
1180,0.5247949
1181,0.33394656
1182,0.6727519
1183,0.8767064
1184,0.5035026
1185,0.48032936
1186,0.75486994
1187,0.81595325
1188,0.5608202
1189,0.570409
1190,0.4291499
1191,0.21376781
1192,0.5094818
1193,0.021061081
1194,0.721583
1195,-0.073014595
1196,0.65846187
1197,0.97175276
1198,0.045637105
1199,0.6788391
1200,0.9016429
1201,-0.02420668
1202,0.5028605
1203,0.49823692
1204,0.24316785
1205,0.8737578
1206,0.6972305
1207,0.19793305
1208,0.7854853
1209,0.41959652
1210,0.98213285
1211,0.6799244
1212,0.34050718
1213,0.68551177
1214,0.25980628
1215,0.70157915
1216,0.3950856
1217,0.3618214
1218,0.50396854
1219,1.0950855
1220,0.4059663
1221,0.8777975
1222,0.6612559
1223,0.22099751
1224,0.33396873
1225,0.02118069
1226,0.76647353
1227,1.0489924
1228,0.517119
1229,-0.15341672
1230,0.48373762
1231,0.48574367
1232,0.60898125
1233,0.9088657
1234,-0.04596368
1235,0.86194223
1236,0.83030695
1237,0.22582132
1238,0.65625006
1239,0.75968534
1240,0.73283416
1241,0.9242243
1242,0.25178486
1243,1.2178754
1244,0.687603
1245,-0.02292715
1246,0.9643141
1247,0.86911845
1248,0.4719189
1249,0.29844394
1250,0.8702495
1251,0.06893016
1252,0.036783163
1253,0.5791487
1254,1.0831361
1255,-0.11833394
1256,0.66967154
1257,0.7475129
1258,0.5523222
1259,0.73459595
1260,0.77034587
1261,0.6116486
1262,-0.02740087
1263,0.880744
1264,-0.005182727
1265,0.7316777
1266,0.7538922
1267,-0.15441865
1268,0.6737091
1269,0.30072364
1270,0.37101132
1271,0.762585
1272,0.91551566
1273,0.21229814
1274,0.25605828
1275,0.1663742
1276,1.0255429
1277,1.0003079
1278,0.853655
1279,0.9831491
1280,1.0118542
1281,0.5991922
1282,0.054210838
1283,0.29377848
1284,1.1909281
1285,0.8112113
1286,0.46573073
1287,0.9047764
1288,0.58828783
1289,0.21937945
1290,0.8461842
1291,0.7892945
1292,0.7206831
1293,1.1656334
1294,0.36072907
1295,0.090192124
1296,0.7679436
1297,0.66985923
1298,0.50264966
1299,0.454948
1300,0.035396453
1301,0.23762603
1302,0.20709686
1303,0.85536796
1304,0.86941296
1305,0.8034866
1306,0.069803916
1307,0.9389928
1308,0.32042098
1309,1.0183358
1310,0.22164917
1311,0.45109487
1312,0.9635493
1313,0.8709958
1314,0.5759076
1315,0.49042225
1316,0.685428
1317,0.34219941
1318,-0.07108643
1319,0.1808234
1320,0.55396473
1321,0.5349903
1322,0.40901804
1323,0.24504931
1324,-0.07869084
1325,0.1995294
1326,1.0554007
1327,0.18932095
1328,0.9026163
1329,0.387966
1330,0.15659668
1331,0.22571978
1332,0.51061714
1333,0.759863
1334,0.25062478
1335,0.48410484
1336,0.46516225
1337,0.69416517
1338,0.045719244
1339,0.038208056
1340,0.62660474
1341,0.48901504
1342,0.4691221
1343,0.78269374
1344,0.18385848
1345,0.4220519
1346,0.15632412
1347,0.61613125
1348,0.62268925
1349,0.84354806
1350,1.03872
1351,0.7656018
1352,0.8546086
1353,0.3533938
1354,0.6135268
1355,0.21036215
1356,0.42077973
1357,0.5977734
1358,0.43583718
1359,0.750555
1360,0.61314416
1361,0.16644411
1362,0.9938163
1363,0.63547754
1364,0.24034731
1365,0.64354664
1366,0.68410647
1367,0.70890355
1368,0.64624673
1369,0.11411077
1370,0.94155467
1371,0.58384794
1372,0.8099135
1373,0.18114433
1374,0.3759153
1375,0.009617699
1376,0.4029168
1377,0.6958325
1378,1.0842531
1379,0.58859366
1380,0.13275656
1381,0.7440161
1382,0.7294467
1383,0.58679575
1384,0.9347998
1385,0.06896508
1386,0.7413555
1387,0.1113304
1388,0.82471377
1389,0.6843594
1390,0.7360536
1391,0.98789126
1392,0.8950515
1393,0.6965827
1394,0.3517285
1395,0.71162003
1396,0.4205087
1397,0.3243366
1398,0.08819466
1399,0.9159467
1400,0.8560514
1401,0.7658882
1402,0.38162038
1403,0.6038812
1404,0.07469609
1405,0.06633037
1406,0.83017343
1407,0.91316366
1408,0.93412894
1409,0.15689932
1410,0.6080076
1411,0.21829411
1412,0.096957415
1413,0.34151658
1414,0.10646072
1415,1.1563615
1416,0.968905
1417,0.1721083
1418,0.05703819
1419,0.48797327
1420,0.41125566
1421,0.16035406
1422,0.70376647
1423,0.59078175
1424,0.62502885
1425,0.20262793
1426,0.59254473
1427,0.8723265
1428,0.1242596
1429,0.04280737
1430,0.4018596
1431,0.8154066
1432,0.014525796
1433,0.5346784
1434,0.00038794076
1435,0.6249606
1436,0.49964398
1437,0.32948354
1438,0.052788626
1439,0.33528933
1440,0.68555546
1441,0.41548532
1442,0.8554667
1443,0.86916
1444,0.14397977
1445,0.79219127
1446,0.45777333
1447,0.23404078
1448,0.33669803
1449,0.18592067
1450,0.7419233
1451,0.7889445
1452,0.24833104
1453,0.24853691
1454,0.8822824
1455,0.62175035
1456,-0.10551473
1457,0.0057981247
1458,0.91974914
1459,0.8654308
1460,0.5268954
1461,1.0197664
1462,1.0130403
1463,0.96901643
1464,0.95710135
1465,0.53861064
1466,0.04948205
1467,0.8706313
1468,0.9618293
1469,0.13010107
1470,0.43553355
1471,0.7464037
1472,0.49283594
1473,-0.09588044
1474,0.93922436
1475,0.107639536
1476,0.6577772
1477,0.08326887
1478,-0.13831866
1479,0.583859
1480,0.21990825
1481,0.6706324
1482,0.9960257
1483,0.9966618
1484,0.586442
1485,0.6879688
1486,0.5690908
1487,0.28002933
1488,0.7203889
1489,0.25543436
1490,1.0607446
1491,0.7290777
1492,0.6640049
1493,0.27819124
1494,0.23478101
1495,0.7662638
1496,0.8985949
1497,1.0274193
1498,0.9012062
1499,0.0032582057
1500,0.80117303
1501,0.50329494
1502,1.1002893
1503,0.6223098
1504,0.97987676
1505,1.1728923
1506,0.48514777
1507,0.110863805
1508,0.33340424
1509,0.44115412
1510,0.55555356
1511,0.710679
1512,0.765179
1513,0.57049525
1514,1.0125861
1515,0.22698978
1516,0.93519104
1517,0.26404837
1518,0.62872535
1519,0.6297313
1520,0.7569762
1521,0.9905748
1522,1.0274943
1523,0.08586679
1524,0.9750593
1525,1.0527326
1526,0.01683579
1527,0.20757508
1528,0.27087528
1529,0.7504779
1530,0.6264583
1531,0.15598384
1532,1.0547932
1533,1.0026168
1534,0.9896781
1535,-0.1013022
1536,0.6811911
1537,0.9968557
1538,0.9073208
1539,0.9982855
1540,0.79049206
1541,0.9791573
1542,0.21105002
1543,0.14626384
1544,0.013432664
1545,0.5518787
1546,0.7253187
1547,0.03495841
1548,0.47499844
1549,0.31994963
1550,0.6825441
1551,0.52510905
1552,0.8614263
1553,0.8408953
1554,0.039806098
1555,0.70551413
1556,0.87095875
1557,0.39302304
1558,0.96654207
1559,0.85750544
1560,0.6266965
1561,0.99532837
1562,0.42451248
1563,0.84114444
1564,0.63803357
1565,0.5540682
1566,0.49097598
1567,0.75809455
1568,0.8570175
1569,-0.07974734
1570,0.9790461
1571,0.5890599
1572,0.72080964
1573,0.18760958
1574,0.40079984
1575,0.25761858
1576,0.6673464
1577,0.87768334
1578,0.85539484
1579,0.7238911
1580,0.7587087
1581,0.31739357
1582,0.66747016
1583,0.99610716
1584,0.9464495
1585,-0.07383935
1586,0.59078175
1587,0.46514717
1588,0.082474835
1589,0.10303737
1590,0.16402566
1591,0.062236868
1592,0.73667425
1593,0.5224141
1594,0.2788331
1595,0.7627899
1596,0.9838575
1597,0.4474301
1598,0.25266072
1599,0.4924484
1600,0.6832787
1601,0.55221444
1602,0.012099471
1603,0.8902372
1604,0.37936777
1605,0.042700503
1606,0.48375633
1607,1.0105798
1608,0.9595861
1609,0.7952318
1610,0.13368677
1611,0.2821854
1612,0.9455834
1613,0.43457887
1614,0.09903318
1615,0.7587087
1616,0.9369658
1617,0.7911011
1618,0.2642952
1619,1.0340868
1620,0.06272733
1621,0.79877067
1622,0.85523283
1623,0.25487688
1624,0.92207986
1625,1.1470768
1626,0.36954015
1627,0.5220741
1628,1.2279923
1629,0.52343947
1630,0.9598616
1631,0.19842467
1632,0.86707807
1633,0.97969323
1634,0.34606254
1635,0.4609252
1636,0.81299675
1637,0.77904874
1638,1.1194508
1639,0.8090079
1640,0.65922755
1641,0.6080129
1642,0.60213244
1643,0.07719763
1644,0.7701763
1645,0.85030586
1646,0.12323647
1647,0.28105405
1648,0.76529217
1649,0.75071037
1650,0.41023627
1651,1.0360008
1652,0.9569608
1653,0.81753016
1654,0.6447681
1655,0.9538501
1656,0.4115967
1657,0.5234641
1658,0.7149875
1659,0.33557296
1660,0.4118426
1661,0.5867195
1662,1.0677288
1663,0.0061199935
